epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
119,3269.2,1.36473,1.84406,0.95459,0.96732,0,0.62983,0.58216,0.62985,0.30443,0.62983,0.58216,0.63709,0.35204,1.64501,1.84342,1.50922,1.23786,0,0.0003053,0.0003053,0.0003053
120,3293.34,1.33812,1.60656,1.17163,1.0309,0,0.58808,0.63158,0.64393,0.32381,0.58808,0.63158,0.64411,0.35714,1.64696,1.826,1.40922,1.23122,0,0.00030365,0.00030365,0.00030365
121,3317.92,1.31887,1.64895,1.01255,0.96348,0,0.75912,0.49767,0.65157,0.32644,0.75912,0.49767,0.66064,0.35453,1.65945,1.83225,1.38902,1.2318,0,0.000302,0.000302,0.000302
122,3341.97,1.27335,1.68302,0.95983,0.95286,0,0.71241,0.52166,0.65257,0.33462,0.71241,0.52166,0.67154,0.36694,1.67563,1.84782,1.37904,1.22655,0,0.00030035,0.00030035,0.00030035
123,3366.12,1.31778,1.57681,1.0117,0.97516,0,0.60282,0.60526,0.67613,0.33551,0.60282,0.60526,0.69845,0.36428,1.72081,1.85449,1.38922,1.23891,0,0.0002987,0.0002987,0.0002987
124,3391.88,1.35747,1.83527,1.03683,0.98356,0,0.72688,0.56047,0.70012,0.35672,0.72688,0.56047,0.72578,0.36364,1.72528,1.84398,1.36619,1.22614,0,0.00029705,0.00029705,0.00029705
125,3416.05,1.25482,1.71697,0.96422,0.98009,0,0.69209,0.65079,0.72499,0.36549,0.64318,0.71156,0.75524,0.38793,1.71825,1.84001,1.2784,1.22305,0,0.0002954,0.0002954,0.0002954
126,3441.58,1.28945,1.5235,0.94198,0.98092,0,0.65195,0.69021,0.72442,0.38401,0.67438,0.73684,0.77463,0.40934,1.71438,1.83446,1.25385,1.21751,0,0.00029375,0.00029375,0.00029375
127,3466.07,1.3729,1.98612,0.94127,1.02245,0,0.65195,0.69021,0.72442,0.38401,0.67438,0.73684,0.77463,0.40934,1.71438,1.83446,1.25385,1.21751,0,0.0002921,0.0002921,0.0002921
128,3490.52,1.29487,1.47289,0.90106,0.98867,0,0.65232,0.76316,0.73792,0.38713,0.65232,0.76316,0.76765,0.41683,1.74898,1.87175,1.26079,1.24357,0,0.00029045,0.00029045,0.00029045
129,3515.86,1.21636,1.73415,0.95156,0.94812,0,0.8179,0.60526,0.7254,0.36977,0.79824,0.60526,0.74638,0.40622,1.74957,1.93743,1.28792,1.2337,0,0.0002888,0.0002888,0.0002888
130,3540.62,1.28389,1.49883,0.87901,0.97394,0,0.75749,0.55263,0.70114,0.3591,0.75749,0.55263,0.71765,0.39279,1.76197,2.03049,1.39144,1.23896,0,0.00028715,0.00028715,0.00028715
131,3566.33,1.19775,1.57879,1.38273,0.86787,0,0.78392,0.52632,0.66568,0.35291,0.78392,0.52632,0.66488,0.3697,1.81248,2.13233,1.70252,1.27694,0,0.0002855,0.0002855,0.0002855
132,3591.77,1.43301,1.91546,1.10533,1.0415,0,0.7211,0.47368,0.63853,0.32527,0.7211,0.47368,0.6359,0.32808,1.81595,2.16269,1.88922,1.28509,0,0.00028385,0.00028385,0.00028385
133,3616.6,1.28546,1.68006,1.07201,0.96508,0,0.72122,0.47368,0.63761,0.3345,0.72122,0.47368,0.63399,0.33299,1.81349,2.15046,1.87461,1.28194,0,0.0002822,0.0002822,0.0002822
134,3641.44,1.18138,1.53872,0.94438,0.93,0,0.78144,0.47058,0.63286,0.3297,0.78144,0.47058,0.63757,0.33775,1.80532,2.11076,1.79007,1.27794,0,0.00028055,0.00028055,0.00028055
135,3665.47,1.33262,1.97687,1.02531,1.00876,0,0.78144,0.47058,0.63286,0.3297,0.78144,0.47058,0.63757,0.33775,1.80532,2.11076,1.79007,1.27794,0,0.0002789,0.0002789,0.0002789
136,3690.38,1.36688,1.78403,1.02024,0.98121,0,0.75329,0.5,0.64565,0.33055,0.75329,0.5,0.65436,0.35669,1.77373,2.03197,1.60895,1.26881,0,0.00027725,0.00027725,0.00027725
137,3714.65,1.28629,1.63392,1.22856,0.9253,0,0.76017,0.5,0.66048,0.34008,0.78643,0.52632,0.67737,0.36839,1.72359,1.99309,1.45905,1.26275,0,0.0002756,0.0002756,0.0002756
138,3739.49,1.235,1.48091,0.81525,0.9641,0,0.72344,0.55077,0.68457,0.34778,0.79292,0.52632,0.70882,0.37917,1.70287,2.00382,1.38621,1.2569,0,0.00027395,0.00027395,0.00027395
139,3763.74,1.34143,1.61765,0.98029,1.02936,0,0.61364,0.6689,0.67265,0.33677,0.61364,0.6689,0.7035,0.3607,1.72755,2.05477,1.39505,1.25912,0,0.0002723,0.0002723,0.0002723
140,3788.03,1.21577,1.66012,1.11554,0.92274,0,0.64962,0.57895,0.64226,0.31847,0.64962,0.57895,0.67356,0.34426,1.80553,2.14494,1.49688,1.28514,0,0.00027065,0.00027065,0.00027065
141,3812.6,1.33248,1.69369,1.11902,0.96535,0,0.68594,0.57895,0.63931,0.31624,0.68594,0.57895,0.67235,0.34261,1.84111,2.13793,1.61382,1.2863,0,0.000269,0.000269,0.000269
142,3837.13,1.24981,1.50843,1.35911,0.90731,0,0.72211,0.54722,0.63968,0.31017,0.72159,0.54583,0.67037,0.34269,1.87067,2.12877,1.81938,1.28969,0,0.00026735,0.00026735,0.00026735
143,3862.13,1.37631,1.73002,1.19938,0.99012,0,0.72211,0.54722,0.63968,0.31017,0.72159,0.54583,0.67037,0.34269,1.87067,2.12877,1.81938,1.28969,0,0.0002657,0.0002657,0.0002657
144,3887.01,1.24768,1.69846,1.20839,0.9424,0,0.72389,0.55198,0.64662,0.32578,0.72295,0.54947,0.66767,0.34238,1.85758,2.09429,1.93867,1.28369,0,0.00026405,0.00026405,0.00026405
145,3910.81,1.3415,1.69925,1.24543,0.98807,0,0.71713,0.55263,0.66286,0.33884,0.72137,0.55263,0.67505,0.36112,1.8161,2.03686,1.9176,1.27088,0,0.0002624,0.0002624,0.0002624
146,3935.25,1.24648,1.84685,1.04036,0.9615,0,0.73427,0.65452,0.68692,0.34893,0.72966,0.6394,0.71637,0.37765,1.78145,1.97053,1.75145,1.25814,0,0.00026075,0.00026075,0.00026075
147,3959.74,1.29642,1.72998,1.05899,0.97988,0,0.66424,0.68421,0.68624,0.35002,0.7087,0.64041,0.71818,0.38014,1.76189,1.93079,1.53747,1.25332,0,0.0002591,0.0002591,0.0002591
148,3984.19,1.23619,1.64693,1.20887,0.91993,0,0.66344,0.60526,0.69314,0.35655,0.70887,0.63158,0.72567,0.37809,1.75452,1.94862,1.39386,1.26681,0,0.00025745,0.00025745,0.00025745
149,4009.07,1.29968,1.81612,0.98529,0.9937,0,0.65679,0.65475,0.65986,0.3358,0.68319,0.68106,0.711,0.36305,1.82029,1.96012,1.39161,1.30172,0,0.0002558,0.0002558,0.0002558
150,4033.13,1.28813,1.77449,1.02974,1.02238,0,0.58277,0.68421,0.61341,0.32192,0.64029,0.73684,0.70889,0.34881,1.82045,2.00038,1.42593,1.32048,0,0.00025415,0.00025415,0.00025415
151,4057.65,1.3066,1.7075,1.10191,1.0079,0,0.58277,0.68421,0.61341,0.32192,0.64029,0.73684,0.70889,0.34881,1.82045,2.00038,1.42593,1.32048,0,0.0002525,0.0002525,0.0002525
152,4082.01,1.25008,1.62014,0.83454,0.95267,0,0.52186,0.71053,0.59367,0.30608,0.56051,0.76316,0.69648,0.34349,1.88586,2.04588,1.52087,1.35589,0,0.00025085,0.00025085,0.00025085
153,4106.57,1.25685,1.71025,0.93278,0.98045,0,0.52172,0.65789,0.58066,0.29661,0.56346,0.71053,0.67722,0.31964,1.91209,2.04987,1.61787,1.36969,0,0.0002492,0.0002492,0.0002492
154,4131.98,1.28964,1.6384,0.95139,0.9904,0,0.54577,0.57895,0.58244,0.28983,0.59739,0.63158,0.66833,0.32384,1.8808,2.02567,1.76292,1.34974,0,0.00024755,0.00024755,0.00024755
155,4155.92,1.28254,1.6687,0.92566,0.94196,0,0.69143,0.44737,0.58181,0.29063,0.77277,0.5,0.66744,0.32526,1.84624,1.99591,1.79788,1.33071,0,0.0002459,0.0002459,0.0002459
156,4180.63,1.31415,1.83623,0.9578,1.01155,0,0.74512,0.47368,0.63298,0.3078,0.77816,0.5,0.66445,0.34685,1.80663,1.99445,1.82168,1.32024,0,0.00024425,0.00024425,0.00024425
157,4204.89,1.21689,1.68717,0.87082,0.9551,0,0.7752,0.47368,0.65066,0.31206,0.8097,0.5,0.68172,0.35562,1.78497,2.00437,1.72818,1.31607,0,0.0002426,0.0002426,0.0002426
158,4229.67,1.40135,1.92542,1.19042,0.93883,0,0.6796,0.5,0.64197,0.30911,0.71589,0.52632,0.65614,0.34705,1.80295,2.04458,1.67281,1.3276,0,0.00024095,0.00024095,0.00024095
159,4253.93,1.2336,1.56404,0.87172,0.97171,0,0.6796,0.5,0.64197,0.30911,0.71589,0.52632,0.65614,0.34705,1.80295,2.04458,1.67281,1.3276,0,0.0002393,0.0002393,0.0002393
160,4279.92,1.24844,1.57471,0.88171,0.98137,0,0.59435,0.57895,0.63053,0.2945,0.70303,0.52632,0.65914,0.34929,1.81937,2.13826,1.62804,1.33383,0,0.00023765,0.00023765,0.00023765
161,4304.36,1.21251,1.42375,0.84379,0.96188,0,0.6153,0.55263,0.62506,0.3,0.64775,0.57895,0.65044,0.33287,1.78685,2.21047,1.59695,1.3082,0,0.000236,0.000236,0.000236
162,4329.63,1.19544,1.55402,0.77859,0.92829,0,0.59941,0.52632,0.63779,0.31855,0.7339,0.5,0.66227,0.34694,1.77329,2.2187,1.64972,1.29064,0,0.00023435,0.00023435,0.00023435
163,4354.58,1.22293,1.7905,1.16624,0.99578,0,0.62825,0.55263,0.64418,0.31633,0.65907,0.57895,0.66934,0.35385,1.75942,2.16887,1.68385,1.27122,0,0.0002327,0.0002327,0.0002327
164,4379.99,1.32896,1.76867,1.04689,0.98414,0,0.60794,0.52632,0.65192,0.32453,0.64227,0.55263,0.67718,0.35705,1.75442,2.12448,1.85683,1.25788,0,0.00023105,0.00023105,0.00023105
165,4404.82,1.17787,1.52843,0.93037,0.94652,0,0.67702,0.47368,0.63846,0.31923,0.71463,0.5,0.66917,0.36136,1.78499,2.11057,1.99764,1.26625,0,0.0002294,0.0002294,0.0002294
166,4429.68,1.27063,1.57425,0.93793,0.94383,0,0.67365,0.5,0.62332,0.32355,0.71031,0.52632,0.64442,0.3589,1.79908,2.11506,2.00765,1.27472,0,0.00022775,0.00022775,0.00022775
167,4454.13,1.17298,1.4735,0.91735,0.93582,0,0.67365,0.5,0.62332,0.32355,0.71031,0.52632,0.64442,0.3589,1.79908,2.11506,2.00765,1.27472,0,0.0002261,0.0002261,0.0002261
168,4478.21,1.24626,1.8487,0.89404,0.95875,0,0.68877,0.57895,0.63284,0.3254,0.70599,0.57895,0.64225,0.3461,1.80702,2.12612,1.94788,1.28478,0,0.00022445,0.00022445,0.00022445
169,4502.86,1.26094,1.56128,0.9431,0.97912,0,0.66935,0.57895,0.60256,0.30128,0.66935,0.57895,0.61746,0.3247,1.76129,2.14569,1.79843,1.26899,0,0.0002228,0.0002228,0.0002228
170,4526.66,1.29945,1.61145,0.89343,0.95612,0,0.6455,0.60526,0.64221,0.32269,0.80741,0.52632,0.66392,0.3494,1.71342,2.1436,1.58691,1.25628,0,0.00022115,0.00022115,0.00022115
171,4550.7,1.31083,1.68587,0.87986,0.97709,0,0.62349,0.63158,0.64091,0.31665,0.62349,0.63158,0.66692,0.36246,1.70637,2.13225,1.55318,1.2495,0,0.0002195,0.0002195,0.0002195
172,4574.92,1.12123,1.61688,1.09517,0.89285,0,0.58656,0.67217,0.64211,0.3273,0.58656,0.67217,0.66789,0.3713,1.72218,2.09166,1.5525,1.25252,0,0.00021785,0.00021785,0.00021785
173,4598.88,1.26571,1.628,0.82551,0.95233,0,0.62452,0.61293,0.65083,0.31257,0.62452,0.61293,0.65029,0.37129,1.7651,2.07514,1.59028,1.2731,0,0.0002162,0.0002162,0.0002162
174,4623.73,1.21201,1.5753,0.80669,0.93199,0,0.68577,0.57442,0.65334,0.31139,0.68577,0.57442,0.65059,0.37133,1.75891,2.04224,1.64502,1.27557,0,0.00021455,0.00021455,0.00021455
175,4647.99,1.19328,1.52661,0.86409,0.95315,0,0.68577,0.57442,0.65334,0.31139,0.68577,0.57442,0.65059,0.37133,1.75891,2.04224,1.64502,1.27557,0,0.0002129,0.0002129,0.0002129
176,4671.75,1.21084,1.74536,0.95127,0.97863,0,0.7231,0.55263,0.63449,0.30071,0.7231,0.55263,0.63896,0.3572,1.75549,2.0088,1.74817,1.27555,0,0.00021125,0.00021125,0.00021125
177,4695.92,1.28331,1.70718,0.97921,0.94729,0,0.68492,0.57895,0.63352,0.29746,0.68492,0.57895,0.64249,0.35579,1.74583,1.96234,1.79275,1.27395,0,0.0002096,0.0002096,0.0002096
178,4719.8,1.16742,1.77001,0.93809,0.89066,0,0.67112,0.57895,0.63489,0.28999,0.67112,0.57895,0.64671,0.34441,1.7477,1.93961,1.79347,1.27263,0,0.00020795,0.00020795,0.00020795
179,4743.34,1.10728,1.48763,0.82299,0.90482,0,0.63955,0.57895,0.5989,0.29107,0.75744,0.57535,0.66047,0.32915,1.76667,1.9384,1.81243,1.26937,0,0.0002063,0.0002063,0.0002063
180,4767.48,1.13231,1.52857,0.80946,0.96888,0,0.69416,0.53778,0.61569,0.29066,0.72814,0.56409,0.67789,0.3432,1.76928,1.9275,1.77637,1.27426,0,0.00020465,0.00020465,0.00020465
181,4790.91,1.13953,1.43921,1.37006,0.88754,0,0.79441,0.55263,0.61732,0.28894,0.83425,0.57895,0.68847,0.34388,1.76856,1.9228,1.81307,1.27007,0,0.000203,0.000203,0.000203
182,4815.86,1.12631,1.58168,0.81218,0.95012,0,0.81988,0.55263,0.64366,0.30754,0.86645,0.57895,0.70033,0.36286,1.7426,1.90043,1.81645,1.25256,0,0.00020135,0.00020135,0.00020135
183,4840.64,1.29922,1.83603,0.97521,0.99173,0,0.81988,0.55263,0.64366,0.30754,0.86645,0.57895,0.70033,0.36286,1.7426,1.90043,1.81645,1.25256,0,0.0001997,0.0001997,0.0001997
184,4866.23,1.23231,1.60485,0.80943,0.93264,0,0.76458,0.55263,0.62278,0.31869,0.8868,0.60526,0.71414,0.37603,1.72679,1.88938,1.75498,1.24578,0,0.00019805,0.00019805,0.00019805
185,4891.15,1.28548,1.71825,0.92279,0.97411,0,0.85059,0.63158,0.67782,0.32614,0.85623,0.62703,0.71777,0.39711,1.71955,1.87607,1.64857,1.24024,0,0.0001964,0.0001964,0.0001964
186,4915.12,1.17668,1.5203,1.21485,0.8753,0,0.82968,0.60526,0.66166,0.31458,0.82968,0.60526,0.7084,0.37842,1.73032,1.88394,1.6994,1.24096,0,0.00019475,0.00019475,0.00019475
187,4939.37,1.27919,1.74119,0.95994,0.97314,0,0.81925,0.60526,0.66223,0.31286,0.86872,0.60526,0.70252,0.38033,1.71873,1.89187,1.764,1.23874,0,0.0001931,0.0001931,0.0001931
188,4963.09,1.2228,1.59321,0.81034,0.97841,0,0.8265,0.60526,0.66366,0.31477,0.84396,0.60526,0.70124,0.37721,1.70739,1.91568,1.7874,1.23343,0,0.00019145,0.00019145,0.00019145
189,4987.49,1.19657,1.72732,0.86283,0.95512,0,0.80587,0.63158,0.67112,0.31722,0.80587,0.63158,0.69801,0.36153,1.69391,1.93377,1.75608,1.2334,0,0.0001898,0.0001898,0.0001898
190,5012.09,1.29285,1.66505,0.88045,0.94602,0,0.73197,0.57506,0.63596,0.31299,0.84328,0.56664,0.71176,0.3633,1.72021,1.94041,1.71148,1.23666,0,0.00018815,0.00018815,0.00018815
191,5037.1,1.18343,1.60542,0.81783,0.94154,0,0.73197,0.57506,0.63596,0.31299,0.84328,0.56664,0.71176,0.3633,1.72021,1.94041,1.71148,1.23666,0,0.0001865,0.0001865,0.0001865
192,5062.5,1.21495,1.67277,0.91903,0.93001,0,0.78356,0.57181,0.62534,0.30912,0.85115,0.57895,0.68854,0.35432,1.72945,1.93146,1.68493,1.23872,0,0.00018485,0.00018485,0.00018485
193,5087.17,1.20826,1.64046,0.8029,0.97123,0,0.71651,0.57895,0.62056,0.31857,0.76339,0.60526,0.68787,0.36622,1.72625,1.91476,1.63042,1.23509,0,0.0001832,0.0001832,0.0001832
194,5111.2,1.24376,1.53842,0.81418,0.93086,0,0.70945,0.63158,0.66042,0.33095,0.70945,0.63158,0.69284,0.37445,1.71135,1.89265,1.58022,1.22854,0,0.00018155,0.00018155,0.00018155
195,5136.66,1.24159,1.6709,0.95663,0.96326,0,0.70003,0.61428,0.6678,0.33859,0.78345,0.55263,0.6893,0.38877,1.70684,1.88473,1.57914,1.23708,0,0.0001799,0.0001799,0.0001799
196,5161.06,1.07542,1.33208,0.99498,0.87707,0,0.7259,0.60526,0.66629,0.34531,0.75337,0.60526,0.68939,0.39372,1.68538,1.87463,1.5834,1.23742,0,0.00017825,0.00017825,0.00017825
197,5186.25,1.24196,1.83705,0.91883,0.96165,0,0.717,0.60526,0.65289,0.34232,0.73863,0.57895,0.69911,0.39178,1.69645,1.89055,1.62198,1.24502,0,0.0001766,0.0001766,0.0001766
198,5210.21,1.14051,1.51249,0.88689,0.91064,0,0.76389,0.57895,0.66195,0.34437,0.78287,0.57895,0.69983,0.38472,1.72555,1.90898,1.69257,1.26123,0,0.00017495,0.00017495,0.00017495
199,5237.16,1.15687,1.53016,0.78128,0.93762,0,0.76389,0.57895,0.66195,0.34437,0.78287,0.57895,0.69983,0.38472,1.72555,1.90898,1.69257,1.26123,0,0.0001733,0.0001733,0.0001733
200,5261.81,1.28881,1.74965,0.95432,1.01211,0,0.70344,0.52632,0.60535,0.34105,0.78517,0.57715,0.70479,0.37395,1.75015,1.91419,1.79605,1.27349,0,0.00017165,0.00017165,0.00017165
201,5286.13,1.17137,1.57491,0.83678,0.91625,0,0.71165,0.51975,0.59675,0.31823,0.78355,0.57177,0.69296,0.3608,1.77246,1.9365,1.83016,1.2859,0,0.00017,0.00017,0.00017
202,5311.3,1.22741,1.57574,0.84059,0.95936,0,0.66187,0.5,0.585,0.30994,0.74154,0.55263,0.69187,0.36099,1.79608,1.98118,1.83279,1.29615,0,0.00016835,0.00016835,0.00016835
203,5335.74,1.08712,1.56444,0.76687,0.91626,0,0.63321,0.55263,0.58392,0.3107,0.70295,0.60526,0.6921,0.35322,1.7855,1.98313,1.77365,1.29204,0,0.0001667,0.0001667,0.0001667
204,5359.81,1.17357,1.35649,1.12547,0.92956,0,0.66916,0.55263,0.58404,0.30828,0.73539,0.60526,0.69063,0.35508,1.76748,1.96579,1.69977,1.28161,0,0.00016505,0.00016505,0.00016505
205,5383.95,1.161,1.67946,0.87255,0.95668,0,0.61904,0.55598,0.59754,0.30948,0.75928,0.57895,0.69465,0.36564,1.75337,1.92696,1.63433,1.27536,0,0.0001634,0.0001634,0.0001634
206,5408.25,1.14424,1.46541,1.30143,0.89165,0,0.6376,0.63158,0.60579,0.31811,0.70879,0.70468,0.70542,0.37484,1.72744,1.88369,1.5926,1.2597,0,0.00016175,0.00016175,0.00016175
207,5431.7,1.1461,1.52506,0.82937,0.86247,0,0.6376,0.63158,0.60579,0.31811,0.70879,0.70468,0.70542,0.37484,1.72744,1.88369,1.5926,1.2597,0,0.0001601,0.0001601,0.0001601
208,5455.22,1.31471,1.72758,1.03461,1.00058,0,0.65991,0.61292,0.62343,0.32222,0.70489,0.68421,0.70818,0.39561,1.72094,1.85755,1.55438,1.25519,0,0.00015845,0.00015845,0.00015845
