epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
123,1543.25,1.64093,1.96354,1.2204,0.91931,0,0.76484,0.59928,0.67981,0.36987,0.73124,0.57296,0.66429,0.38673,1.66791,1.4424,1.3336,1.01911,0,0.0005974,0.0005974,0.0005974
124,1555.09,1.66828,1.98269,1.25217,0.96181,0,0.77217,0.52632,0.66129,0.36675,0.77217,0.52632,0.70867,0.40624,1.68898,1.4654,1.34415,1.02994,0,0.0005941,0.0005941,0.0005941
125,1565.19,1.62538,1.8569,1.28496,0.96886,0,0.80182,0.5,0.66004,0.35286,0.80182,0.5,0.67288,0.37327,1.71195,1.49074,1.34288,1.05082,0,0.0005908,0.0005908,0.0005908
126,1575.45,1.79413,1.6721,1.25148,0.94703,0,0.80182,0.5,0.66004,0.35286,0.80182,0.5,0.67288,0.37327,1.71195,1.49074,1.34288,1.05082,0,0.0005875,0.0005875,0.0005875
127,1586.4,1.75937,1.9627,1.35893,0.99216,0,0.8004,0.5,0.66409,0.36341,0.61886,0.68421,0.71675,0.38222,1.72399,1.5322,1.34115,1.0683,0,0.0005842,0.0005842,0.0005842
128,1596.25,1.64362,2.0471,1.38171,0.98979,0,0.76513,0.5,0.66091,0.35188,0.76513,0.5,0.69306,0.3659,1.73141,1.55728,1.34009,1.0791,0,0.0005809,0.0005809,0.0005809
129,1607.98,1.80096,2.15536,1.26726,0.98812,0,0.81975,0.5,0.65745,0.34402,0.63006,0.58275,0.68476,0.35074,1.73192,1.56274,1.31052,1.07632,0,0.0005776,0.0005776,0.0005776
130,1620.31,1.57523,1.45866,1.05339,0.94052,0,0.8957,0.5,0.65991,0.34844,0.8957,0.5,0.65334,0.36424,1.70146,1.5476,1.33344,1.05081,0,0.0005743,0.0005743,0.0005743
131,1630.83,1.76729,2.32407,1.23136,0.95946,0,0.90459,0.49908,0.65825,0.33934,0.86862,0.47368,0.62876,0.32987,1.68725,1.53724,1.31608,1.03978,0,0.000571,0.000571,0.000571
132,1640.93,1.6661,1.88281,1.20645,0.94752,0,0.62391,0.63158,0.66311,0.34504,0.83534,0.47368,0.63536,0.32329,1.67769,1.53337,1.32982,1.02695,0,0.0005677,0.0005677,0.0005677
133,1651.24,1.64716,1.81828,1.32221,0.98501,0,0.68388,0.62637,0.66644,0.34452,0.61426,0.65789,0.66829,0.32555,1.68843,1.52097,1.34943,1.02452,0,0.0005644,0.0005644,0.0005644
134,1660.74,1.69501,2.04856,1.15679,0.98106,0,0.68388,0.62637,0.66644,0.34452,0.61426,0.65789,0.66829,0.32555,1.68843,1.52097,1.34943,1.02452,0,0.0005611,0.0005611,0.0005611
135,1670.64,1.72184,2.05691,1.30875,0.94215,0,0.70538,0.63158,0.67396,0.34348,0.66043,0.65789,0.69183,0.32742,1.70093,1.51448,1.36747,1.02111,0,0.0005578,0.0005578,0.0005578
136,1679.59,1.81129,2.25405,1.39625,0.96544,0,0.73189,0.65789,0.67884,0.34076,0.73189,0.65789,0.69296,0.33733,1.71115,1.51527,1.38133,1.01771,0,0.0005545,0.0005545,0.0005545
137,1688.27,1.67992,1.93367,1.28648,0.9425,0,0.6957,0.66188,0.6635,0.33294,0.66877,0.63772,0.64546,0.30746,1.70746,1.52518,1.39195,1.00961,0,0.0005512,0.0005512,0.0005512
138,1698.81,1.78001,2.12889,1.2676,0.94838,0,0.741,0.67776,0.66821,0.32703,0.70528,0.65789,0.64524,0.31821,1.72125,1.55704,1.36791,1.01246,0,0.0005479,0.0005479,0.0005479
139,1707.66,1.68784,1.89629,1.22671,0.96364,0,0.73729,0.68421,0.67507,0.31907,0.70697,0.65789,0.65793,0.33315,1.753,1.59748,1.34582,1.02368,0,0.0005446,0.0005446,0.0005446
140,1717.63,1.5524,1.89986,1.24896,0.96898,0,0.7611,0.63158,0.67382,0.31505,0.72608,0.60526,0.65554,0.33364,1.76724,1.61558,1.33696,1.03537,0,0.0005413,0.0005413,0.0005413
141,1727.78,1.65212,1.84739,1.28432,0.92095,0,0.78384,0.63158,0.67114,0.31229,0.75049,0.60526,0.66045,0.32896,1.78505,1.61151,1.32119,1.04726,0,0.000538,0.000538,0.000538
142,1738.2,1.62041,1.87387,1.28985,0.9858,0,0.78384,0.63158,0.67114,0.31229,0.75049,0.60526,0.66045,0.32896,1.78505,1.61151,1.32119,1.04726,0,0.0005347,0.0005347,0.0005347
143,1749.61,1.64697,1.84252,1.20093,0.97829,0,0.70855,0.60526,0.63629,0.31494,0.70855,0.60526,0.6517,0.33026,1.7948,1.60721,1.32248,1.05898,0,0.0005314,0.0005314,0.0005314
144,1759.8,1.62408,1.85677,1.16307,0.98254,0,0.66461,0.63158,0.63203,0.30753,0.7138,0.60526,0.64125,0.31234,1.78517,1.61381,1.33818,1.06981,0,0.0005281,0.0005281,0.0005281
145,1769.88,1.71134,2.24751,1.2379,0.95511,0,0.64676,0.63158,0.61454,0.30606,0.6634,0.55263,0.621,0.30538,1.77712,1.64748,1.36834,1.07406,0,0.0005248,0.0005248,0.0005248
146,1780.77,1.64061,1.9008,1.13255,0.92248,0,0.68969,0.58505,0.60438,0.2924,0.66423,0.5728,0.58461,0.26994,1.76182,1.71767,1.39595,1.07427,0,0.0005215,0.0005215,0.0005215
147,1791.58,1.81246,2.13331,1.22855,0.93419,0,0.62829,0.63158,0.60928,0.29403,0.5963,0.60526,0.5932,0.27278,1.77346,1.78575,1.39664,1.08796,0,0.0005182,0.0005182,0.0005182
148,1802.07,1.68118,2.16653,1.17782,0.96942,0,0.64325,0.63158,0.63027,0.30755,0.64325,0.63158,0.64246,0.26914,1.77577,1.80065,1.43072,1.08356,0,0.0005149,0.0005149,0.0005149
149,1812.42,1.64356,2.11376,1.21871,0.95725,0,0.71507,0.63158,0.64023,0.29831,0.6839,0.60526,0.6093,0.25479,1.74268,1.73822,1.45829,1.06553,0,0.0005116,0.0005116,0.0005116
150,1821.54,1.60362,1.90764,1.22878,0.96287,0,0.71507,0.63158,0.64023,0.29831,0.6839,0.60526,0.6093,0.25479,1.74268,1.73822,1.45829,1.06553,0,0.0005083,0.0005083,0.0005083
151,1832.29,1.53776,1.89383,1.15056,0.97526,0,0.74437,0.60526,0.62645,0.29945,0.6798,0.60526,0.60926,0.26946,1.71046,1.64365,1.48012,1.04313,0,0.000505,0.000505,0.000505
152,1841.25,1.77468,1.85011,1.24886,0.96463,0,0.7149,0.59409,0.63917,0.30019,0.57685,0.63158,0.59258,0.26716,1.6888,1.55285,1.4809,1.02606,0,0.0005017,0.0005017,0.0005017
153,1850.35,1.71622,2.17053,1.20135,0.99093,0,0.72242,0.61659,0.63484,0.29858,0.59627,0.63158,0.59005,0.28129,1.70097,1.52197,1.43978,1.02241,0,0.0004984,0.0004984,0.0004984
154,1860.35,1.69079,2.07221,1.22728,0.97712,0,0.71931,0.60526,0.63422,0.3018,0.55855,0.66605,0.58739,0.28289,1.72088,1.54767,1.40316,1.02441,0,0.0004951,0.0004951,0.0004951
155,1869.2,1.48699,1.77683,1.08786,0.94365,0,0.69173,0.5907,0.63925,0.29065,0.59227,0.71053,0.61768,0.28738,1.74484,1.59395,1.3442,1.03324,0,0.0004918,0.0004918,0.0004918
156,1879.33,1.48965,1.67976,1.10652,0.95129,0,0.59828,0.68421,0.64987,0.29825,0.59828,0.68421,0.66046,0.29666,1.7487,1.61256,1.3337,1.03763,0,0.0004885,0.0004885,0.0004885
157,1889.39,1.47076,1.63989,1.13282,0.95021,0,0.59619,0.71053,0.66514,0.30378,0.59619,0.71053,0.66214,0.31378,1.75622,1.63563,1.30281,1.04023,0,0.0004852,0.0004852,0.0004852
158,1898.37,1.62362,1.74356,1.23451,0.94587,0,0.59619,0.71053,0.66514,0.30378,0.59619,0.71053,0.66214,0.31378,1.75622,1.63563,1.30281,1.04023,0,0.0004819,0.0004819,0.0004819
159,1908.96,1.59954,1.9145,1.22081,0.93183,0,0.65805,0.65789,0.67049,0.3073,0.65805,0.65789,0.69135,0.33611,1.75105,1.63792,1.28026,1.04044,0,0.0004786,0.0004786,0.0004786
160,1919.91,1.6748,2.01867,1.12076,0.94538,0,0.68418,0.68413,0.67366,0.3132,0.68418,0.68413,0.70247,0.35002,1.73719,1.62611,1.28742,1.03398,0,0.0004753,0.0004753,0.0004753
161,1930.07,1.62474,1.92146,1.15844,0.92339,0,0.66863,0.68421,0.67984,0.32228,0.66863,0.68421,0.70774,0.34748,1.72923,1.63716,1.30955,1.03578,0,0.000472,0.000472,0.000472
162,1941.33,1.62163,1.83702,1.18752,0.94939,0,0.69595,0.68421,0.691,0.31941,0.62814,0.68421,0.69258,0.34708,1.7081,1.64823,1.31895,1.03589,0,0.0004687,0.0004687,0.0004687
163,1951.85,1.7817,2.10425,1.38798,1.01461,0,0.70837,0.63936,0.69601,0.32971,0.70837,0.63936,0.69818,0.33667,1.67237,1.65121,1.32593,1.03055,0,0.0004654,0.0004654,0.0004654
164,1964.17,1.81288,2.2112,1.42474,1.05763,0,0.67902,0.65789,0.68719,0.31802,0.67902,0.65789,0.68755,0.32683,1.65522,1.64774,1.32389,1.0302,0,0.0004621,0.0004621,0.0004621
165,1974.06,1.60543,1.87609,1.11336,0.95039,0,0.61343,0.63158,0.65025,0.31306,0.63969,0.65789,0.67431,0.3104,1.63574,1.63152,1.31829,1.03323,0,0.0004588,0.0004588,0.0004588
166,1983.82,1.71945,2.05369,1.24501,0.9594,0,0.61343,0.63158,0.65025,0.31306,0.63969,0.65789,0.67431,0.3104,1.63574,1.63152,1.31829,1.03323,0,0.0004555,0.0004555,0.0004555
167,1993.29,1.66866,1.87476,1.20762,0.97658,0,0.61004,0.63158,0.63466,0.31126,0.63546,0.65789,0.6574,0.29875,1.62202,1.63626,1.35367,1.02403,0,0.0004522,0.0004522,0.0004522
168,2005.43,1.60954,1.84004,1.07722,0.94569,0,0.61341,0.62645,0.62321,0.30334,0.61341,0.62645,0.60845,0.27122,1.63721,1.62555,1.4149,1.02116,0,0.0004489,0.0004489,0.0004489
169,2015.53,1.71577,1.74041,1.28151,0.93141,0,0.56713,0.68421,0.60851,0.29686,0.52171,0.66026,0.56415,0.27156,1.64266,1.61733,1.4772,1.01311,0,0.0004456,0.0004456,0.0004456
170,2025.95,1.64172,1.91905,1.1802,0.94232,0,0.53682,0.65789,0.58805,0.29155,0.53682,0.65789,0.5558,0.25849,1.63989,1.5976,1.53101,1.00876,0,0.0004423,0.0004423,0.0004423
171,2035.85,1.58574,1.63095,1.14947,0.92185,0,0.6316,0.57895,0.58213,0.30065,0.53109,0.63158,0.55865,0.26898,1.62588,1.56691,1.54972,1.01116,0,0.000439,0.000439,0.000439
172,2045.93,1.62324,1.66657,1.23311,0.95417,0,0.68622,0.51816,0.60234,0.30323,0.58077,0.55263,0.5492,0.28902,1.62208,1.52613,1.51309,1.00765,0,0.0004357,0.0004357,0.0004357
173,2056.07,1.48172,1.65003,1.10974,0.90235,0,0.55108,0.60526,0.60959,0.30852,0.52712,0.57895,0.56034,0.29402,1.61073,1.49802,1.43013,0.99924,0,0.0004324,0.0004324,0.0004324
174,2065.39,1.55096,1.6904,1.08357,0.93004,0,0.55108,0.60526,0.60959,0.30852,0.52712,0.57895,0.56034,0.29402,1.61073,1.49802,1.43013,0.99924,0,0.0004291,0.0004291,0.0004291
